product_id,product_name,brand,claim_text,context,is_claim,claim_verifiable,claim_conflict,conflict_explanation
41220001644,Condensed Soup,H-E-B,No gluten,Condensed Soup | H-E-B,1,1,0,explicit gluten-free claim
41331120258,Premium Dry Pigeon Peas,Goya,,Premium Dry Pigeon Peas | Goya,0,0,0,no claim text present
12511600006,Organic Molasses,Wholesome,,Organic Molasses | Wholesome,1,0,0,organic claim (not evaluated)
41335001461,Three Cheese Italian Dressing & Marinade,KEN'S Steak House,salt,Three Cheese Italian Dressing & Marinade | KEN'S Steak House,0,0,0,ingredient word salt only
22655717713,Sweet Turkey Sausage,"Butterball,  Butterball  Llc",No gluten,"Sweet Turkey Sausage | Butterball,  Butterball  Llc",1,1,0,explicit gluten-free claim
34856226994,Fruit snacks pouches fruit punch berries n cherries,"Welch's,  Promotion In Motion Inc.",No gluten,"Fruit snacks pouches fruit punch berries n cherries | Welch's,  Promotion In Motion Inc.",1,1,0,explicit gluten-free claim
20188013012,Dairy Free Frozen Dessert Sandwiches,Tofutti,SALT,Dairy Free Frozen Dessert Sandwiches | Tofutti,0,0,0,ingredient word salt only
37983003001,Tofu rella,Tree Of Life  Inc.,No cholesterol,Tofu rella | Tree Of Life  Inc.,1,1,0,no cholesterol nutrient claim
41383090257,Fat free milk,"Lactaid,  Akpharma Inc.",Fat free milk'},"Fat free milk | Lactaid,  Akpharma Inc.",1,1,0,fat free milk claim
11150990172,100% Lactose Free Milk,Roundy's,Fat free milk,100% Lactose Free Milk | Roundy's,1,1,0,fat free milk wording
41260363788,"Whey & Soy Protein, Flavored Drink Mix, Vanilla",Kroger,No lactose,"Whey & Soy Protein, Flavored Drink Mix, Vanilla | Kroger",1,1,0,explicit lactose-free style claim
11110507761,Lactose free no sugar added deluxe churned chocolate ice cream,Kroger,Lactose free no sugar added deluxe churned chocolate ice cream'},Lactose free no sugar added deluxe churned chocolate ice cream | Kroger,1,1,0,lactose-free no-added-sugar claim
15400008754,"Whipped Dessert Topping, Lactose Free",Western Family,Lactose Free',"Whipped Dessert Topping, Lactose Free | Western Family",1,1,0,lactose-free label wording
41390061400,Pearl creamy vanilla organic soymilk,"Kikkoman,  Kikkoman Sales Usa  Inc.",No lactose,"Pearl creamy vanilla organic soymilk | Kikkoman,  Kikkoman Sales Usa  Inc.",1,1,0,explicit lactose-free style claim
11110505040,Vividly Vanilla Reduced Fat Ice Cream,Kroger Deluxe Churned, 'Vividly Vanilla Reduced Fat Ice Cream'},Vividly Vanilla Reduced Fat Ice Cream | Kroger Deluxe Churned,1,1,0,reduced-fat ice cream claim (from name)
26875999928,Smoked Beef Sauasge,Kiolbassa,No lactose,Smoked Beef Sauasge | Kiolbassa,1,1,0,explicit lactose-free style claim
11161035831,"Reduced fat milk, 38% less fat than whole milk",Shurfine, 'Reduced fat milk,"Reduced fat milk, 38% less fat than whole milk | Shurfine",1,1,0,reduced fat milk claim
11110841858,Unsweetened Coconutmilk,"Simple Truth,  The Kroger Co.",No lactose,"Unsweetened Coconutmilk | Simple Truth,  The Kroger Co.",1,1,0,explicit lactose-free style claim
21130455287,Coffee Creamer,Lucerne Farms,corn syrup*,Coffee Creamer | Lucerne Farms,0,0,0,"ingredient fragment, not a claim"
11110798091,Lactose free chocolate milk,"Kroger,  The Kroger Co.", 'Lactose free chocolate milk'},"Lactose free chocolate milk | Kroger,  The Kroger Co.",1,1,0,lactose-free flavored milk claim
30034001483,French creamer,"Giant Eagle,  Giant Eagle  Inc.",Sugar,"French creamer | Giant Eagle,  Giant Eagle  Inc.",0,0,0,ingredient word sugar only
11110505637,Protein smoothie,Kroger,No lactose,Protein smoothie | Kroger,1,1,0,explicit lactose-free style claim
31506771118,White American Pasteurized Process Cheese,Dietz & Watson,No lactose,White American Pasteurized Process Cheese | Dietz & Watson,1,1,0,explicit lactose-free style claim
21130075799,Seasonal Snickerdoodle Artificially Flavored Coffee Creamer,Lucerne Farms,SUGAR,Seasonal Snickerdoodle Artificially Flavored Coffee Creamer | Lucerne Farms,0,0,0,ingredient word sugar only
41271027709,Caramel Macchiato Coffee Creamer,International Delight,,Caramel Macchiato Coffee Creamer | International Delight,0,0,0,no claim text present
28835204004,Grated Parmesan Cheese Alternative,Bookhaus,No lactose,Grated Parmesan Cheese Alternative | Bookhaus,1,1,0,explicit lactose-free style claim
41383090707,Lactose-free skim milk,"Lactaid,  Akpharma Inc.", 'Lactose-free skim milk'},"Lactose-free skim milk | Lactaid,  Akpharma Inc.",1,1,0,lactose-free skim milk claim
11384160044,Lactose Free-Made With Milk,Yami,Lactose Free-Made With Milk'},Lactose Free-Made With Milk | Yami,1,1,0,lactose-free made-with-milk claim
11110845931,Almond Milk,The Kroger Co.,No lactose,Almond Milk | The Kroger Co.,1,1,0,explicit lactose-free style claim
11384160051,Lactose Free-Made With Milk,Yami, 'Lactose Free-Made With Milk'},Lactose Free-Made With Milk | Yami,1,1,0,lactose-free made-with-milk claim
26400440406,Lactose Free Low Fat Milk,Darigold, 'LOWFAT MILK,Lactose Free Low Fat Milk | Darigold,1,1,0,lowfat milk fat claim
30034018658,"Lactose-Free Creamer, Original","Giant Eagle,  Giant Eagle  Inc.",Corn syrup solids,"Lactose-Free Creamer, Original | Giant Eagle,  Giant Eagle  Inc.",0,0,0,"ingredient fragment, not a claim"
21130076406,White Chocolate Mocha,"Lucerne,  Safeway  Inc.",No lactose,"White Chocolate Mocha | Lucerne,  Safeway  Inc.",1,1,0,explicit lactose-free style claim
11115871324,48% Vegetable Oil Spread,IMPERIAL,,48% Vegetable Oil Spread | IMPERIAL,0,0,0,"compositional naming only, no explicit claim"
2000000448,Jabra Jabra JX-10 Xtra Earhook Bulk,,Sans lactose,Jabra Jabra JX-10 Xtra Earhook Bulk |,1,0,0,lactose-free style claim (non-food; not evaluated)
41383090233,1% lowfat milk,"Lactaid,  Akpharma Inc.", '1% lowfat milk'},"1% lowfat milk | Lactaid,  Akpharma Inc.",1,1,0,lowfat milk fat claim
21130455300,Coffee Creamer,Safeway,Sugar,Coffee Creamer | Safeway,0,0,0,ingredient word sugar only
26400440413,Lactose Free Low Fat Milk,Darigold,LOWFAT MILK,Lactose Free Low Fat Milk | Darigold,1,1,0,lowfat milk fat claim
36800041790,Vanilla soymilk,"Full Circle,  Topco Associates  Inc.",No lactose,"Vanilla soymilk | Full Circle,  Topco Associates  Inc.",1,1,0,explicit lactose-free style claim
17082117274,Original Beef Jerky,Jack Link's,Source of proteins,Original Beef Jerky | Jack Link's,1,1,0,source of protein claim
21130070992,Chocolate reduced fat milk,Lucerne Dairy Farms,fat free milk,Chocolate reduced fat milk | Lucerne Dairy Farms,1,1,0,fat free milk claim
11778,All Butter Reduced Fat Stem Ginger Cookies,Marks & Spencer,All Butter Reduced Fat Stem Ginger Cookies'},All Butter Reduced Fat Stem Ginger Cookies | Marks & Spencer,1,1,0,reduced-fat cookies naming
25800028948,Thin Crust Pepperoni Pizza,Smart Ones,ISOLATED SOY PROTEIN MONO AND DIGLYCERIDES,Thin Crust Pepperoni Pizza | Smart Ones,0,0,0,ingredient list fragment
101110,Tomato Basil Marinara,Trader Giotto's,Low fat,Tomato Basil Marinara | Trader Giotto's,1,1,0,explicit low-fat claim
17082470157,Jack Links Beef Jerky Jalapeño,Jack Link's,Low fat,Jack Links Beef Jerky Jalapeño | Jack Link's,1,1,0,explicit low-fat claim
154277,Caesar Dressing Reduced Fat,Marks & Spencer,Caesar Dressing Reduced Fat,Caesar Dressing Reduced Fat | Marks & Spencer,1,1,0,reduced-fat dressing naming
35309,Cream of mushroom soup,Sainsbury's,low-fat,Cream of mushroom soup | Sainsbury's,1,1,0,explicit low-fat claim
36830164506,4 steaks hachés pur boeuf façon bouchère,Leader Price,,4 steaks hachés pur boeuf façon bouchère | Leader Price,0,0,0,no claim text present
10700531001,Hersheys made with chocolate and caramel,,or safflower oil]; dextrose; nonfat milk; reduced protein whey ( milk<,Hersheys made with chocolate and caramel |,0,0,0,ingredient list fragment
73455,"grilled Cajun chicken breast, spicy wedges & sour cream","Count on US, M&S, Marks & Spencer",,"grilled Cajun chicken breast, spicy wedges & sour cream | Count on US, M&S, Marks & Spencer",0,0,0,no claim text present
117746,Reduced Fat Belgian Chocolate Chunk Cookies,Marks & Spencer,Reduced Fat Belgian Chocolate Chunk Cookies,Reduced Fat Belgian Chocolate Chunk Cookies | Marks & Spencer,1,1,0,reduced-fat cookies naming
187251,CHOCOLATEY CATS COOKIES For People,TRADER JOE'S,salt,CHOCOLATEY CATS COOKIES For People | TRADER JOE'S,0,0,0,ingredient word salt only
84222,Poulet Kip Piri-Piri,Marks & Spencer,,Poulet Kip Piri-Piri | Marks & Spencer,0,0,0,no claim text present
10700024404,The original malted milk balls,"The Hershey Company,Leaf  Inc.",Low fat,"The original malted milk balls | The Hershey Company,Leaf  Inc.",1,0,1,explicit low-fat claim
311021,Skinny Chocolate Muffin Dessert,Marks & Spencer,,Skinny Chocolate Muffin Dessert | Marks & Spencer,0,0,0,"descriptive name only, not explicit nutrient claim"
25800028900,Thin Crust Cheese Pizza,Smart Ones,Low fat,Thin Crust Cheese Pizza | Smart Ones,1,0,1,explicit low-fat claim
34360269500,Mousse au fromage blanc sur lit de fruits,Danone,,Mousse au fromage blanc sur lit de fruits | Danone,0,0,0,no claim text present
41151074816,Light Garlic & Herb,The Laughing Cow,Low fat,Light Garlic & Herb | The Laughing Cow,1,0,1,explicit low-fat claim
14100074670,Sourdough Bread,Pepperidge Farm Farmhouse,Low fat,Sourdough Bread | Pepperidge Farm Farmhouse,1,1,0,explicit low-fat claim
17082707468,Teriyaki Beef Jerky,Jack Link's,Low fat,Teriyaki Beef Jerky | Jack Link's,1,0,1,explicit low-fat claim
180245,Frosted Shredded Bite Size Wheats,Trader Joe's,Low fat,Frosted Shredded Bite Size Wheats | Trader Joe's,1,0,1,explicit low-fat claim
256353,Sweet Potato Laksa Meal Soup,Marks & Spencer,Low fat,Sweet Potato Laksa Meal Soup | Marks & Spencer,1,1,0,explicit low-fat claim
14100070337,Homestyle Oat Bread,Pepperidge Farm,No Trans Fat,Homestyle Oat Bread | Pepperidge Farm,1,1,0,no trans fat claim
35971800045,"Meijer, organic garden salad, organic ranch dressing",Meijer,reduced-sugar,"Meijer, organic garden salad, organic ranch dressing | Meijer",1,1,0,reduced-sugar nutrient claim
15953702017,"Hawaii's, Diamond Head Delights Mango Slices",Nature's World Llc,low sugar,"Hawaii's, Diamond Head Delights Mango Slices | Nature's World Llc",1,1,0,low sugar nutrient claim
31200457011,Cranberry 0% sucres ajoutés,Ocean Spray,,Cranberry 0% sucres ajoutés | Ocean Spray,1,1,0,no added sugar claim from name
2000019655,Muesli superfruit,,No added sugar,Muesli superfruit |,1,1,0,no added sugar claim
36800166585,"Croutons, Caesar",Full Circle,reduced-sugar,"Croutons, Caesar | Full Circle",1,1,0,reduced-sugar nutrient claim
28000680404,Drink mix,"nestle,Nesquik",Low sugar,"Drink mix | nestle,Nesquik",1,1,0,low sugar nutrient claim
31200436245,Juice light cranberry classic,Ocean Spray,,Juice light cranberry classic | Ocean Spray,0,0,0,no explicit claim text
31200029317,Craisins Dried Cranberries,Ocean Spray,50% less sugar,Craisins Dried Cranberries | Ocean Spray,1,1,0,less sugar nutrient claim
35971800021,Organic Caesar Salad,Meijer,reduced-sugar,Organic Caesar Salad | Meijer,1,1,0,reduced-sugar nutrient claim
133661,Ginger beer,Marks & Spencer,,Ginger beer | Marks & Spencer,0,0,0,no claim text present
2000003555,Ruby breakfast,Tropicana,,Ruby breakfast | Tropicana,0,0,0,no claim text present
30304600323,100% Fresh Squeezed Orange Juice,,No added sugar,100% Fresh Squeezed Orange Juice |,1,1,0,no added sugar claim
51378,Diet Sparkling red cherry,Marks & Spencer,No added sugar,Diet Sparkling red cherry | Marks & Spencer,1,1,0,no added sugar claim
38261857354,Kosher Dill Pickles,Bubbies,No added sugar,Kosher Dill Pickles | Bubbies,1,1,0,no added sugar claim
16229917609,Coconut Water with pomegranate,"Foco,  Thai Agri Foods Co.  Ltd.",,"Coconut Water with pomegranate | Foco,  Thai Agri Foods Co.  Ltd.",0,0,0,no claim text present
14054061054,strawberry c monster smoothie,odwalla,No added sugar,strawberry c monster smoothie | odwalla,1,1,0,no added sugar claim
24000132110,Fruit Cocktail,"Del Monte,  Del Monte Foods",No added sugar,"Fruit Cocktail | Del Monte,  Del Monte Foods",1,1,0,no added sugar claim
232746,Florida pink grapefruit,Marks And Spencer,,Florida pink grapefruit | Marks And Spencer,0,0,0,no claim text present
14054093055,Blueberry Monster,,No added sugar,Blueberry Monster |,1,1,0,no added sugar claim
22014640508,Organic apple juice,North Coast,,Organic apple juice | North Coast,1,0,0,organic claim (not evaluated)
14054026053,Mango tango fruit smoothie blend,odwalla,,Mango tango fruit smoothie blend | odwalla,0,0,0,no claim text present
38900015053,Tropical Gold Premium Pineapple,Dole,No added sugar,Tropical Gold Premium Pineapple | Dole,1,1,0,no added sugar claim
71604,CRANBERRY & RASPERRY JUICE DRINK,M&S,No added sugar,CRANBERRY & RASPERRY JUICE DRINK | M&S,1,1,0,no added sugar claim
41235000830,"Ghost pepper gourmet salsa, ghost pepper, hot",Mrs. Renfro's,salt,"Ghost pepper gourmet salsa, ghost pepper, hot | Mrs. Renfro's",0,0,0,ingredient word salt only
22014005604,Organic Apple Sauce,North Coast,,Organic Apple Sauce | North Coast,1,0,0,organic claim (not evaluated)
38900004262,Dole Pineapple In Juice,Dole,,Dole Pineapple In Juice | Dole,0,0,0,no claim text present
24000224433,Pink Guava,Del Monte,,Pink Guava | Del Monte,0,0,0,no claim text present
38900004071,pineapple tidbits,Dole,,pineapple tidbits | Dole,0,0,0,no claim text present
257084,Apple & Raspberry Juice Drink,Marks & Spencer,,Apple & Raspberry Juice Drink | Marks & Spencer,0,0,0,no claim text present
15654001068,Applesauce Natural,Mott's,No added sugar,Applesauce Natural | Mott's,1,1,0,no added sugar claim
24000163077,Sweet Peas,Del Monte,No added sugar,Sweet Peas | Del Monte,1,1,0,no added sugar claim
232494,Diet Sparkling Cloudy Apple,Marks & Spencer,,Diet Sparkling Cloudy Apple | Marks & Spencer,0,0,0,no claim text present
21130335404,Sliced Peaches,Signature Select,No added sugar,Sliced Peaches | Signature Select,1,1,0,no added sugar claim
11150589345,"Ice Cream Sandwiches, Vanilla",Roundy's,No added sugar,"Ice Cream Sandwiches, Vanilla | Roundy's",1,1,0,no added sugar claim
38900030605,Mixed Fruit In 100% Fruit Juice,Dole,,Mixed Fruit In 100% Fruit Juice | Dole,0,0,0,no claim text present
29145081064,Organic Sprouted Grain Loaf (Sliced),Premiere Moisson,,Organic Sprouted Grain Loaf (Sliced) | Premiere Moisson,1,0,0,organic claim (not evaluated)
31200457035,Cranberry,OceanSpray,,Cranberry | OceanSpray,0,0,0,no claim text present
233040,Chewy Caramel Chocolate Bars 5 x (180g),Sainsbury's,,Chewy Caramel Chocolate Bars 5 x (180g) | Sainsbury's,0,0,0,no claim text present
17663003941,Citror,,,Citror |,0,0,0,no claim text present
38261857477,Sauerkraut,Bubbies,No added sugar,Sauerkraut | Bubbies,1,1,0,no added sugar claim
29145009785,100% Whole Wheat Round Loaf,Première Moisson,,100% Whole Wheat Round Loaf | Première Moisson,0,0,0,no claim text present
154635,Bitter lemon,Sainsbury's,No added sugar,Bitter lemon | Sainsbury's,1,1,0,no added sugar claim
21200001741,Mozzarella 45% Fett i.Tr.,REWE Bio,,Mozzarella 45% Fett i.Tr. | REWE Bio,0,0,0,no claim text present
41220987979,Mild Salsa,H-E-B,,Mild Salsa | H-E-B,0,0,0,no claim text present
21908466125,Premium Organic Blueberries,Small Planet Foods  Inc.,,Premium Organic Blueberries | Small Planet Foods  Inc.,1,0,0,organic claim (not evaluated)
31493061056,Organic Spelt English Muffins,Rudi's Organic Bakery,ORGANIC HIGH OLEIC SUNFLOWER,Organic Spelt English Muffins | Rudi's Organic Bakery,1,0,0,organic ingredient claim (not evaluated)
33844004965,Organic Extra Virgin Olive Oil,Badia,,Organic Extra Virgin Olive Oil | Badia,1,0,0,organic claim (not evaluated)
11150982375,"Simply roundy's, organic fruit spread, raspberry",Simply Roundy's,,"Simply roundy's, organic fruit spread, raspberry | Simply Roundy's",1,0,0,organic claim (not evaluated)
41220851355,"H-e-b organics, sunflower seeds","H-E-B,  H E Butt Grocery Company",Organic dry roasted sunflower seeds,"H-e-b organics, sunflower seeds | H-E-B,  H E Butt Grocery Company",1,0,0,organic ingredient claim (not evaluated)
22506280168,Organic Unpasteurized Apple Cider Vinegar Filtered,"Spectrum,  Spectrum Naturals",,"Organic Unpasteurized Apple Cider Vinegar Filtered | Spectrum,  Spectrum Naturals",1,0,0,organic claim (not evaluated)
32601902896,"Street taco blend crunchy slaw cabbage and cilantro, street taco blend",Earthbound Farm Organic,,"Street taco blend crunchy slaw cabbage and cilantro, street taco blend | Earthbound Farm Organic",1,0,0,organic claim (not evaluated)
24000221135,"Contadina, organic roma style tomato sauce, sea salt","Contadina, Del Monte",,"Contadina, organic roma style tomato sauce, sea salt | Contadina, Del Monte",1,0,0,organic claim (not evaluated)
16291442399,Organic Whole Black Peppercorns,Morton & Bassett Spices,,Organic Whole Black Peppercorns | Morton & Bassett Spices,1,0,0,organic claim (not evaluated)
41253032004,Organic White Wine Vinegar,The Napoleon Co.,,Organic White Wine Vinegar | The Napoleon Co.,1,0,0,organic claim (not evaluated)
30568115236,"Organic Hard Candies, Apple",Go Organic,,"Organic Hard Candies, Apple | Go Organic",1,0,0,organic claim (not evaluated)
41415155336,"Publix, greenwise, organic white corn tortilla chips","Publix,  Publix Super Markets  Inc.",organic vegetable oil (organic sunflower and,"Publix, greenwise, organic white corn tortilla chips | Publix,  Publix Super Markets  Inc.",1,0,0,organic ingredient claim (not evaluated)
13964546552,Organic Coconut Jam,Coconut World,,Organic Coconut Jam | Coconut World,1,0,0,organic claim (not evaluated)
39153414907,Garden Organic Sauce,Colavita,,Garden Organic Sauce | Colavita,1,0,0,organic claim (not evaluated)
15400192521,Organic Chamomile Herbal Tea,Natural Directions,,Organic Chamomile Herbal Tea | Natural Directions,1,0,0,organic claim (not evaluated)
20601407756,Organic Popcorn,Heinen's,,Organic Popcorn | Heinen's,1,0,0,organic claim (not evaluated)
21908501413,Premium Organic Mixed Vegetables,"Cascadian Farm Organic,  Small Planet Foods  Inc.",,"Premium Organic Mixed Vegetables | Cascadian Farm Organic,  Small Planet Foods  Inc.",1,0,0,organic claim (not evaluated)
41220021833,Organic Italian Soda,"Central Market,  H E Butt Grocery Company",,"Organic Italian Soda | Central Market,  H E Butt Grocery Company",1,0,0,organic claim (not evaluated)
34325003446,Organic Dried Mango,"Setton Farms,  Setton International Foods Inc",,"Organic Dried Mango | Setton Farms,  Setton International Foods Inc",1,0,0,organic claim (not evaluated)
17077036054,Organic whole milk kefir,"Lifeway, Lifeway Foods Inc.",,"Organic whole milk kefir | Lifeway, Lifeway Foods Inc.",1,0,0,organic claim (not evaluated)
30034085629,"Giant eagle, nature's basket, organic cut green beans","Giant Eagle,  Giant Eagle  Inc.",,"Giant eagle, nature's basket, organic cut green beans | Giant Eagle,  Giant Eagle  Inc.",1,0,0,organic claim (not evaluated)
13971000085,"Bare fruit, organic bake-dried mango chunks","Bare,  Bare Fruit",,"Bare fruit, organic bake-dried mango chunks | Bare,  Bare Fruit",1,0,0,organic claim (not evaluated)
32601089313,Organic Kale Caesar,Earthbound Farm Organic,SEEDS: ORGANIC DRY ROASTED SUNFLOWER KERNELS,Organic Kale Caesar | Earthbound Farm Organic,1,0,0,organic ingredient claim (not evaluated)
23923300347,Organic Winter Squash,Earth's Best,Organic,Organic Winter Squash | Earth's Best,1,0,0,organic claim (not evaluated)
41420560354,"Black forest organic, organic sour licorice bites, strawberry","Black Forest,  Black Forest Organic",organic sunflower oil,"Black forest organic, organic sour licorice bites, strawberry | Black Forest,  Black Forest Organic",1,0,0,organic ingredient claim (not evaluated)
15400191524,Organic Ketchup,Natural Directions,,Organic Ketchup | Natural Directions,1,0,0,organic claim (not evaluated)
36800043121,Organic Applesauce,Full Circle,,Organic Applesauce | Full Circle,1,0,0,organic claim (not evaluated)
11110837981,Earl Grey Black Tea,Simple Truth Organic,,Earl Grey Black Tea | Simple Truth Organic,1,0,0,organic claim (not evaluated)
22014240623,Apple Sauce,North Coast,,Apple Sauce | North Coast,0,0,0,no claim text present
23923201965,Organic Sunny Days Snack Bars,Earth's Best,ORGANIC SUNFLOWER AND,Organic Sunny Days Snack Bars | Earth's Best,1,0,0,organic ingredient claim (not evaluated)
24000165002,Tomates pelées au jus Bio,"Del Monte,DelMonte",,"Tomates pelées au jus Bio | Del Monte,DelMonte",1,0,0,organic claim (not evaluated)
37600106481,Skippy,Skippy,,Skippy | Skippy,0,0,0,no claim text present
16000006287,Nuggets Jambon de dinde Fromage,Le Gaulois,,Nuggets Jambon de dinde Fromage | Le Gaulois,0,0,0,no claim text present
39047012035,Walkers portion round,Walkers,,Walkers portion round | Walkers,0,0,0,no claim text present
335033,Pain de mie sans crôute cereales et graines,Weight Watchers,,Pain de mie sans crôute cereales et graines | Weight Watchers,0,0,0,no claim text present
289719,Smooth Almond Butter,By Sainsbury's,,Smooth Almond Butter | By Sainsbury's,0,0,0,no claim text present
19100009714,Croustibat,,,Croustibat |,0,0,0,no claim text present
39047011656,SHORTBREAD PUR BEURRE 125G - WALKERS - 125g,Walkers,,SHORTBREAD PUR BEURRE 125G - WALKERS - 125g | Walkers,0,0,0,no claim text present
37600106412,Beurre de Cacahuètes Extra-Crunchy,"Hormel Foods Corporation, Skippy",,"Beurre de Cacahuètes Extra-Crunchy | Hormel Foods Corporation, Skippy",0,0,0,no claim text present
39047011496,Chocolate Chip Shortbread,Walkers,,Chocolate Chip Shortbread | Walkers,0,0,0,no claim text present
37600106009,Peanut butter Creamy,Skippy,,Peanut butter Creamy | Skippy,0,0,0,no claim text present
39047001466,Portion shortbread fingers,Walkers,,Portion shortbread fingers | Walkers,0,0,0,no claim text present
74742,Taste the Difference Raspberry Conserve,"Sainsbury's, Taste the difference",,"Taste the Difference Raspberry Conserve | Sainsbury's, Taste the difference",0,0,0,no claim text present
36856,Apricot jam,Sainsbury's,,Apricot jam | Sainsbury's,0,0,0,no claim text present
41220883202,Couscous,H-E-B,SALT,Couscous | H-E-B,0,0,0,no claim text present
22009110610,"Cibo naturals, vegan sun-dried tomato pesto",Cibo Naturals,,"Cibo naturals, vegan sun-dried tomato pesto | Cibo Naturals",0,0,0,ingredient word salt only
178631,DESICCATED COCONUT,"Sainsbury's, by sainsbury's",,"DESICCATED COCONUT | Sainsbury's, by sainsbury's",0,0,0,no claim text present
25583005211,Slow roasted chick'n barbecue,Tofurky,,Slow roasted chick'n barbecue | Tofurky,0,0,0,no claim text present
328920,Avocado oil spread,M&S,,Avocado oil spread | M&S,0,0,0,no claim text present
36800372818,Almond Non-Dairy Beverage,Full Circle Market,,Almond Non-Dairy Beverage | Full Circle Market,0,0,0,no claim text present
33776011796,Vegan Shortening,Earth Balance,,Vegan Shortening | Earth Balance,0,0,0,no claim text present
333467,Natural Pecans,M&S Food,,Natural Pecans | M&S Food,0,0,0,no claim text present
25583005402,White Quinoa Veggie Burger,"Tofurky,  Turtle Island Foods  Inc.",,"White Quinoa Veggie Burger | Tofurky,  Turtle Island Foods  Inc.",0,0,0,no claim text present
